"ID","value_eur","wage_eur","League","club_name","Name","Age","Photo","Nationality","Flag","Overall","Potential","Club","Club Logo","Value","Wage","Special","Preferred Foot","International Reputation","Weak Foot","Skill Moves","Work Rate","Body Type","Real Face","Joined","Loaned From","Contract Valid Until","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Dribbling","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Reactions","ShotPower","Stamina","Strength","LongShots","Aggression","Penalties","StandingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes","Position","Best Overall Rating","ReleaseClause"
194932,10500000,74000,"English Premier League","Everton","A. Townsend",29,"https://cdn.sofifa.com/players/194/932/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",77,77,"Everton","https://cdn.sofifa.com/teams/7/30.png","€10.5M","€74K",1963,"Left",2,4,4,"High/ High","Normal (170-185)","Yes","Jul 20, 2021","nan","2023","178cm","73kg",78,69,48,75,"81",78,70,79,78,"77",75,83,"74",62,76,76,76,35,13,11,11,11,13,"RM",77,"€20M"
204639,34500000,74000,"Spain Primera Division","Atlético de Madrid","S. Savić",30,"https://cdn.sofifa.com/players/204/639/22_60.png","Montenegro","https://cdn.sofifa.com/flags/me.png",84,84,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€34.5M","€74K",1730,"Right",2,3,2,"Medium/ High","Normal (185+)","Yes","Jul 20, 2015","nan","2024","187cm","80kg",35,34,84,73,"47",28,72,67,60,"67",83,43,"53",83,31,86,37,86,14,13,14,13,12,"CB",84,"€70.7M"
207863,27500000,74000,"Spain Primera Division","Atlético de Madrid","Felipe",32,"https://cdn.sofifa.com/players/207/863/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",84,84,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€27.5M","€74K",1798,"Right",3,3,2,"Low/ High","Lean (185+)","Yes","Jul 1, 2019","nan","Free Agent","190cm","84kg",45,39,83,73,"57",30,69,64,55,"66",81,46,"68",90,41,89,47,85,9,11,14,9,7,"CB",84,"€56.4M"
210406,29500000,74000,"Italian Serie A","Napoli","P. Zieliński",27,"https://cdn.sofifa.com/players/210/406/22_60.png","Poland","https://cdn.sofifa.com/flags/pl.png",81,82,"Napoli","https://cdn.sofifa.com/teams/48/30.png","€29.5M","€74K",2115,"Right",3,5,4,"Medium/ Medium","Lean (170-185)","No","Aug 9, 2016","nan","2024","180cm","75kg",77,72,52,84,"87",65,81,85,83,"79",79,79,"75",57,83,56,51,72,12,9,12,11,6,"CAM",83,"€52.4M"
213666,7500000,74000,"English Premier League","Chelsea","R. Loftus-Cheek",25,"https://cdn.sofifa.com/players/213/666/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",75,78,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€7.5M","€74K",1924,"Right",1,3,4,"Medium/ Low","Stocky (185+)","Yes","Jun 3, 2013","nan","2024","191cm","88kg",66,66,58,79,"80",57,76,79,62,"68",68,76,"68",81,68,73,45,64,11,7,12,15,13,"CAM",77,"€14.4M"
216409,27500000,74000,"Italian Serie A","Napoli","M. Politano",27,"https://cdn.sofifa.com/players/216/409/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",81,81,"Napoli","https://cdn.sofifa.com/teams/48/30.png","€27.5M","€74K",1994,"Left",2,4,4,"High/ Medium","Normal (170-185)","No","Jul 2, 2021","nan","2024","171cm","67kg",80,76,40,79,"83",77,76,84,84,"82",81,78,"77",41,82,63,70,29,11,12,6,8,11,"RM",81,"€46.8M"
216460,5.2e+07,74000,"Spain Primera Division","Atlético de Madrid","J. Giménez",26,"https://cdn.sofifa.com/players/216/460/22_60.png","Uruguay","https://cdn.sofifa.com/flags/uy.png",84,88,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€52M","€74K",1795,"Right",2,3,2,"Medium/ High","Normal (185+)","Yes","Jul 1, 2013","nan","2025","185cm","79kg",47,37,83,70,"54",44,67,66,70,"73",78,72,"60",86,48,88,38,87,9,11,7,10,15,"CB",86,"€110.5M"
222077,4.2e+07,74000,"Italian Serie A","Juventus","M. Locatelli",23,"https://cdn.sofifa.com/players/222/077/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",82,87,"Juventus","https://cdn.sofifa.com/teams/45/30.png","€42M","€74K",2113,"Right",2,4,3,"Medium/ High","Lean (185+)","No","Aug 19, 2021","nan","2023","185cm","75kg",70,69,68,85,"78",64,83,80,62,"60",83,77,"89",78,80,72,60,82,11,12,11,10,15,"CM",84,"€72.5M"
235805,80500000,74000,"Italian Serie A","Juventus","F. Chiesa",23,"https://cdn.sofifa.com/players/235/805/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",83,91,"Juventus","https://cdn.sofifa.com/teams/45/30.png","€80.5M","€74K",2052,"Right",3,4,4,"High/ Medium","Normal (170-185)","Yes","nan","<a href=""""/team/110374/fiorentina/"""">Fiorentina</a>",NA,"175cm","70kg",73,79,50,78,"89",52,72,82,91,"91",83,86,"85",71,84,69,62,44,6,7,8,9,7,"CAM",85,"0 M"
194957,3500000,73000,"English Premier League","Manchester United","P. Jones",29,"https://cdn.sofifa.com/players/194/957/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",74,74,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€3.5M","€73K",1703,"Right",2,3,2,"Low/ High","Stocky (185+)","Yes","Jul 1, 2011","nan","2023","185cm","71kg",58,44,77,69,"57",35,66,54,50,"51",69,68,"31",76,49,86,50,76,10,8,6,16,11,"CB",74,"€6.5M"
208093,6.8e+07,73000,"Spain Primera Division","Villarreal CF","Gerard Moreno",29,"https://cdn.sofifa.com/players/208/093/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",86,86,"Villarreal CF","https://cdn.sofifa.com/teams/483/30.png","€68M","€73K",2118,"Left",2,4,3,"High/ Medium","Normal (170-185)","Yes","Jul 2, 2018","nan","2027+","180cm","77kg",77,89,82,81,"86",62,75,85,80,"78",89,83,"79",75,83,61,85,41,15,12,7,12,10,"ST",86,"€142.8M"
212153,1e+07,73000,"Italian Serie A","Inter","R. Gagliardini",27,"https://cdn.sofifa.com/players/212/153/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",77,77,"Inter","https://cdn.sofifa.com/teams/44/30.png","€10M","€73K",1940,"Right",2,3,3,"Medium/ Medium","Normal (185+)","No","Aug 1, 2017","nan","2023","188cm","77kg",64,54,73,77,"75",38,74,76,50,"55",72,76,"75",75,73,78,40,78,12,6,8,7,9,"CDM",77,"€17M"
234777,1.2e+07,73000,"English Premier League","Manchester City","Z. Steffen",26,"https://cdn.sofifa.com/players/234/777/22_60.png","United States","https://cdn.sofifa.com/flags/us.png",77,82,"Manchester City","https://cdn.sofifa.com/teams/10/30.png","€12M","€73K",1321,"Right",1,3,1,"Medium/ Medium","Stocky (185+)","Yes","Jul 1, 2019","nan","Free Agent","191cm","86kg",14,9,13,52,"15",11,52,31,54,"52",72,56,"39",69,12,31,37,12,78,73,74,72,83,"GK",77,"€23.1M"
237678,29500000,73000,"English Premier League","Liverpool","I. Konaté",22,"https://cdn.sofifa.com/players/237/678/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",78,86,"Liverpool","https://cdn.sofifa.com/teams/9/30.png","€29.5M","€73K",1705,"Right",2,2,3,"Medium/ High","Normal (185+)","Yes","Jul 1, 2021","nan","2026","194cm","95kg",38,29,77,75,"67",27,69,69,67,"75",71,45,"61",83,31,77,41,85,9,7,9,9,15,"CB",80,"€60.5M"
244470,1.9e+07,73000,"English Premier League","West Ham United","V. Coufal",28,"https://cdn.sofifa.com/players/244/470/22_60.png","Czech Republic","https://cdn.sofifa.com/flags/cz.png",80,80,"West Ham United","https://cdn.sofifa.com/teams/19/30.png","€19M","€73K",2079,"Right",1,3,3,"High/ High","Normal (170-185)","Yes","Oct 2, 2020","nan","2023","175cm","76kg",81,50,70,75,"73",42,73,76,76,"77",78,66,"87",76,59,86,49,81,13,12,12,6,13,"RB",80,"€36.1M"
177413,2.4e+07,72000,"German 1. Bundesliga","Borussia Dortmund","A. Witsel",32,"https://cdn.sofifa.com/players/177/413/22_60.png","Belgium","https://cdn.sofifa.com/flags/be.png",83,83,"Borussia Dortmund","https://cdn.sofifa.com/teams/22/30.png","€24M","€72K",2165,"Right",3,4,4,"Medium/ Medium","Unique","Yes","Aug 17, 2018","nan","Free Agent","186cm","81kg",69,71,84,90,"78",68,83,81,60,"61",85,75,"76",82,71,75,76,80,5,7,7,10,7,"CDM",83,"€40.8M"
202884,3.3e+07,72000,"Italian Serie A","Roma","L. Spinazzola",28,"https://cdn.sofifa.com/players/202/884/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",83,83,"Roma","https://cdn.sofifa.com/teams/52/30.png","€33M","€72K",2110,"Right",3,4,4,"High/ Medium","Lean (185+)","Yes","Jul 1, 2019","nan","2024","186cm","75kg",84,60,69,78,"83",41,64,80,94,"91",82,68,"81",66,68,71,59,77,11,13,12,15,14,"LWB",83,"€56.1M"
208333,3.5e+07,72000,"German 1. Bundesliga","Borussia Dortmund","E. Can",27,"https://cdn.sofifa.com/players/208/333/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",82,83,"Borussia Dortmund","https://cdn.sofifa.com/teams/22/30.png","€35M","€72K",2270,"Right",3,4,3,"Medium/ High","Stocky (185+)","Yes","Feb 18, 2020","nan","2024","186cm","86kg",69,76,82,83,"82",64,83,79,67,"87",81,85,"88",86,81,88,60,87,14,8,8,13,11,"CDM",85,"€62.1M"
232411,3.9e+07,72000,"German 1. Bundesliga","RB Leipzig","C. Nkunku",23,"https://cdn.sofifa.com/players/232/411/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",81,86,"RB Leipzig","https://cdn.sofifa.com/teams/112172/30.png","€39M","€72K",2127,"Right",2,3,4,"Medium/ Medium","Lean (170-185)","No","Jul 18, 2019","nan","2024","179cm","72kg",81,74,59,83,"86",76,80,86,81,"78",78,79,"74",63,76,59,65,72,5,6,10,15,7,"CAM",83,"€69.2M"
240740,2.3e+07,72000,"English Premier League","Chelsea","C. Hudson-Odoi",20,"https://cdn.sofifa.com/players/240/740/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",77,87,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€23M","€72K",1886,"Right",2,3,4,"High/ Medium","Normal (170-185)","Yes","Jul 5, 2017","nan","2024","178cm","79kg",75,70,53,77,"83",71,69,80,87,"78",70,67,"66",58,65,50,55,39,14,13,11,15,5,"CAM",78,"€47.2M"
247394,5.8e+07,72000,"Italian Serie A","Juventus","D. Kulusevski",21,"https://cdn.sofifa.com/players/247/394/22_60.png","Sweden","https://cdn.sofifa.com/flags/se.png",81,89,"Juventus","https://cdn.sofifa.com/teams/45/30.png","€58M","€72K",2089,"Left",2,3,4,"High/ Medium","Normal (185+)","Yes","Jul 18, 2019","nan","2024","186cm","75kg",80,70,54,79,"85",61,69,87,85,"83",80,74,"85",77,83,67,65,64,14,5,10,10,5,"LM",83,"€107.3M"
211575,1.1e+07,71000,"English Premier League","Everton","André Gomes",27,"https://cdn.sofifa.com/players/211/575/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",77,77,"Everton","https://cdn.sofifa.com/teams/7/30.png","€11M","€71K",1994,"Right",3,4,4,"Low/ Medium","Lean (185+)","Yes","Jun 25, 2019","nan","2024","188cm","84kg",65,62,69,81,"77",67,80,81,53,"55",75,79,"70",77,68,77,55,68,12,9,6,14,8,"CM",77,"€20.9M"
212501,13500000,71000,"English Premier League","Wolverhampton Wanderers","L. Dendoncker",26,"https://cdn.sofifa.com/players/212/501/22_60.png","Belgium","https://cdn.sofifa.com/flags/be.png",77,80,"Wolverhampton Wanderers","https://cdn.sofifa.com/teams/110/30.png","€13.5M","€71K",2093,"Right",2,4,2,"High/ High","Normal (185+)","Yes","Jul 1, 2019","nan","2023","189cm","88kg",75,66,79,81,"73",71,78,76,53,"68",73,85,"83",85,76,75,55,78,14,8,14,14,6,"CM",80,"€26.7M"
213565,4.8e+07,71000,"Spain Primera Division","Atlético de Madrid","T. Lemar",25,"https://cdn.sofifa.com/players/213/565/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",83,86,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€48M","€71K",2155,"Left",3,3,4,"High/ Medium","Lean (170-185)","Yes","Jul 1, 2018","nan","2023","171cm","66kg",83,75,54,83,"88",81,76,86,84,"80",81,79,"76",55,77,63,68,59,11,15,13,7,14,"CAM",86,"€102M"
245037,21500000,71000,"Spain Primera Division","FC Barcelona","Eric García",20,"https://cdn.sofifa.com/players/245/037/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",77,86,"FC Barcelona","https://cdn.sofifa.com/teams/241/30.png","€21.5M","€71K",1795,"Right",2,3,2,"Medium/ High","Lean (170-185)","Yes","Jul 1, 2021","nan","2026","182cm","76kg",46,42,77,79,"62",31,72,72,60,"69",78,51,"68",73,44,76,44,78,11,9,12,11,7,"CB",79,"€48.4M"
169705,5500000,70000,"English Premier League","Leicester City","R. Bertrand",31,"https://cdn.sofifa.com/players/169/705/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",76,76,"Leicester City","https://cdn.sofifa.com/teams/95/30.png","€5.5M","€70K",1972,"Left",2,3,3,"High/ Medium","Normal (170-185)","Yes","Jul 15, 2021","nan","2023","179cm","85kg",75,50,68,76,"76",66,69,76,75,"73",70,59,"70",69,54,77,52,76,11,13,15,10,15,"LB",76,"€10.5M"
183855,1e+07,70000,"English Premier League","West Ham United","A. Ogbonna",33,"https://cdn.sofifa.com/players/183/855/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",80,80,"West Ham United","https://cdn.sofifa.com/teams/19/30.png","€10M","€70K",1733,"Left",2,3,2,"Medium/ Medium","Normal (185+)","Yes","Jul 10, 2015","nan","Free Agent","191cm","86kg",51,25,82,70,"61",36,69,63,50,"61",77,68,"64",81,46,78,39,83,5,3,5,4,4,"CB",80,"€19M"
198861,4800000,70000,"English Premier League","Leicester City","N. Mendy",29,"https://cdn.sofifa.com/players/198/861/22_60.png","Senegal","https://cdn.sofifa.com/flags/sn.png",75,75,"Leicester City","https://cdn.sofifa.com/teams/95/30.png","€4.8M","€70K",1952,"Right",1,3,3,"Low/ High","Stocky (170-)","Yes","Jul 3, 2016","nan","2023","167cm","73kg",61,49,65,77,"71",54,72,78,71,"64",73,61,"70",68,59,77,55,75,14,12,9,12,15,"CDM",75,"€9.1M"
199110,3e+07,70000,"Italian Serie A","Atalanta","L. Muriel",30,"https://cdn.sofifa.com/players/199/110/22_60.png","Colombia","https://cdn.sofifa.com/flags/co.png",82,82,"Atalanta","https://cdn.sofifa.com/teams/39/30.png","€30M","€70K",2005,"Right",2,4,4,"High/ Medium","Normal (170-185)","Yes","Jul 1, 2019","nan","2024","179cm","79kg",71,84,69,80,"88",78,55,83,87,"90",84,81,"73",72,84,50,89,24,8,10,10,14,6,"ST",83,"€51M"
212883,8500000,70000,"English Premier League","Leicester City","D. Amartey",26,"https://cdn.sofifa.com/players/212/883/22_60.png","Ghana","https://cdn.sofifa.com/flags/gh.png",76,79,"Leicester City","https://cdn.sofifa.com/teams/95/30.png","€8.5M","€70K",1895,"Right",1,3,3,"Medium/ High","Normal (185+)","Yes","Feb 5, 2016","nan","Free Agent","186cm","79kg",68,46,73,75,"69",32,66,71,63,"67",72,71,"66",78,59,80,51,78,13,13,13,8,15,"CB",78,"€16.8M"
229558,6.4e+07,70000,"German 1. Bundesliga","FC Bayern München","D. Upamecano",22,"https://cdn.sofifa.com/players/229/558/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",82,90,"FC Bayern München","https://cdn.sofifa.com/teams/21/30.png","€64M","€70K",1846,"Right",2,3,2,"High/ Medium","Stocky (185+)","Yes","Jul 5, 2021","nan","2026","186cm","90kg",48,39,82,76,"69",28,72,69,70,"90",77,60,"65",88,40,83,39,84,6,7,8,15,9,"CB",84,"€118.4M"
233306,3.6e+07,70000,"English Premier League","Manchester United","D. Henderson",24,"https://cdn.sofifa.com/players/233/306/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",80,87,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€36M","€70K",1250,"Right",2,3,1,"Medium/ Medium","Normal (185+)","Yes","Aug 25, 2015","nan","2025","188cm","85kg",14,9,13,37,"13",10,45,32,51,"48",79,59,"34",60,6,20,16,14,80,79,78,76,83,"GK",80,"€73.8M"
247204,2.5e+07,70000,"English Premier League","Tottenham Hotspur","Emerson",22,"https://cdn.sofifa.com/players/247/204/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",79,84,"Tottenham Hotspur","https://cdn.sofifa.com/teams/18/30.png","€25M","€70K",2039,"Right",1,3,3,"High/ Medium","Lean (170-185)","No","Aug 31, 2021","nan","2026","181cm","79kg",77,57,70,77,"74",47,65,77,82,"85",75,77,"82",74,62,80,48,78,11,13,9,10,13,"RB",79,"€49.4M"
180216,9500000,69000,"English Premier League","Everton","S. Coleman",32,"https://cdn.sofifa.com/players/180/216/22_60.png","Republic of Ireland","https://cdn.sofifa.com/flags/ie.png",78,78,"Everton","https://cdn.sofifa.com/teams/7/30.png","€9.5M","€69K",2032,"Right",2,3,3,"High/ High","Normal (170-185)","Yes","Feb 4, 2009","nan","2023","177cm","77kg",77,61,65,77,"77",53,69,76,66,"66",77,75,"71",66,66,80,55,81,5,15,10,13,7,"RB",78,"€18.1M"
203747,1.7e+07,69000,"Spain Primera Division","Real Betis Balompié","Héctor Bellerín",26,"https://cdn.sofifa.com/players/203/747/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",78,81,"Real Betis Balompié","https://cdn.sofifa.com/teams/449/30.png","€17M","€69K",1946,"Right",3,2,3,"High/ Low","Lean (170-185)","Yes","nan","<a href=""""/team/1/arsenal/"""">Arsenal</a>",NA,"178cm","74kg",74,52,60,76,"77",50,59,77,82,"84",76,52,"75",58,43,72,62,74,8,14,14,13,12,"RB",79,"0 M"
205569,33500000,69000,"English Premier League","Southampton","J. Ward-Prowse",26,"https://cdn.sofifa.com/players/205/569/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",81,84,"Southampton","https://cdn.sofifa.com/teams/17/30.png","€33.5M","€69K",2139,"Right",2,3,3,"Medium/ High","Normal (170-185)","Yes","Jun 1, 2011","nan","2026","173cm","66kg",89,71,57,85,"76",92,84,82,66,"54",75,82,"91",64,79,73,79,74,12,12,10,15,15,"CM",82,"€66.2M"
208295,9500000,69000,"English Premier League","Wolverhampton Wanderers","R. Saïss",31,"https://cdn.sofifa.com/players/208/295/22_60.png","Morocco","https://cdn.sofifa.com/flags/ma.png",78,78,"Wolverhampton Wanderers","https://cdn.sofifa.com/teams/110/30.png","€9.5M","€69K",1925,"Left",1,3,3,"Medium/ High","Lean (185+)","Yes","Aug 30, 2016","nan","Free Agent","188cm","84kg",54,52,78,78,"68",48,78,74,52,"63",78,67,"73",75,58,84,47,79,10,16,6,11,7,"CB",78,"€18.1M"
226456,2.3e+07,69000,"English Premier League","West Ham United","Pablo Fornals",25,"https://cdn.sofifa.com/players/226/456/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",79,82,"West Ham United","https://cdn.sofifa.com/teams/19/30.png","€23M","€69K",2062,"Right",2,3,4,"High/ High","Lean (170-185)","Yes","Jul 1, 2019","nan","2024","178cm","67kg",77,72,50,81,"79",70,78,83,70,"66",75,77,"81",63,79,70,55,72,9,11,12,7,15,"CM",81,"€45.4M"
226491,3.1e+07,69000,"English Premier League","Arsenal","K. Tierney",24,"https://cdn.sofifa.com/players/226/491/22_60.png","Scotland","https://cdn.sofifa.com/flags/gb-sct.png",80,86,"Arsenal","https://cdn.sofifa.com/teams/1/30.png","€31M","€69K",2083,"Left",2,3,3,"High/ High","Normal (170-185)","Yes","Aug 8, 2019","nan","2024","178cm","70kg",82,52,59,77,"78",56,68,77,86,"83",76,79,"86",74,66,84,42,76,13,16,8,12,13,"LWB",81,"€65.1M"
234378,4.3e+07,69000,"English Premier League","West Ham United","D. Rice",22,"https://cdn.sofifa.com/players/234/378/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",82,87,"West Ham United","https://cdn.sofifa.com/teams/19/30.png","€43M","€69K",1976,"Right",1,3,2,"Medium/ High","Normal (185+)","Yes","Jun 29, 2016","nan","2024","185cm","80kg",50,42,71,82,"75",53,80,79,64,"69",77,70,"85",78,60,82,71,83,8,11,14,5,9,"CDM",83,"€84.9M"
236610,39500000,69000,"Italian Serie A","Juventus","M. Kean",21,"https://cdn.sofifa.com/players/236/610/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",79,87,"Juventus","https://cdn.sofifa.com/teams/45/30.png","€39.5M","€69K",1875,"Right",2,3,3,"High/ Medium","Normal (170-185)","Yes","nan","<a href=""""/team/7/everton/"""">Everton</a>",NA,"182cm","72kg",48,81,76,68,"80",44,39,76,84,"85",74,84,"71",85,66,57,65,36,13,8,10,7,9,"ST",81,"0 M"
207791,12500000,68000,"German 1. Bundesliga","RB Leipzig","Y. Poulsen",27,"https://cdn.sofifa.com/players/207/791/22_60.png","Denmark","https://cdn.sofifa.com/flags/dk.png",77,78,"RB Leipzig","https://cdn.sofifa.com/teams/112172/30.png","€12.5M","€68K",1975,"Right",2,3,3,"Medium/ High","Lean (185+)","Yes","Jul 4, 2013","nan","2024","192cm","84kg",68,74,85,73,"75",42,53,75,80,"84",80,73,"86",78,58,83,58,59,6,11,15,14,8,"ST",78,"€22.2M"
208421,39500000,68000,"English Premier League","Chelsea","Saúl",26,"https://cdn.sofifa.com/players/208/421/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",82,85,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€39.5M","€68K",2199,"Left",3,4,3,"Medium/ Medium","Lean (170-185)","Yes","nan","<a href=""""/team/240/atletico-de-madrid/"""">Atlético de Madrid</a>",NA,"184cm","75kg",69,76,83,84,"80",60,82,82,69,"72",80,82,"86",77,80,76,68,78,7,13,12,10,9,"CM",84,"0 M"
208808,20500000,68000,"Russian Premier League","Spartak Moskva","Q. Promes",29,"https://cdn.sofifa.com/players/208/808/22_60.png","Netherlands","https://cdn.sofifa.com/flags/nl.png",80,80,"Spartak Moskva","https://cdn.sofifa.com/teams/100767/30.png","€20.5M","€68K",2079,"Right",3,4,4,"High/ Medium","Normal (170-185)","Yes","Feb 24, 2021","nan","2024","174cm","72kg",78,79,66,79,"81",76,73,80,87,"88",82,81,"81",64,76,65,74,48,10,13,6,7,13,"RM",81,"€32.8M"
211454,9500000,68000,"English Premier League","Arsenal","M. Elneny",28,"https://cdn.sofifa.com/players/211/454/22_60.png","Egypt","https://cdn.sofifa.com/flags/eg.png",77,77,"Arsenal","https://cdn.sofifa.com/teams/1/30.png","€9.5M","€68K",1955,"Right",1,3,3,"Medium/ High","Lean (170-185)","Yes","Jan 14, 2016","nan","Free Agent","181cm","74kg",66,57,61,79,"68",56,78,76,57,"56",74,78,"89",68,71,73,62,74,7,15,15,12,6,"CDM",77,"€18.1M"
212616,3.5e+07,68000,"Spain Primera Division","Atlético de Madrid","R. De Paul",27,"https://cdn.sofifa.com/players/212/616/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",82,83,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€35M","€68K",2179,"Right",1,3,4,"High/ Medium","Normal (170-185)","No","Jul 12, 2021","nan","2026","180cm","70kg",69,76,50,85,"81",73,81,85,81,"76",81,80,"86",81,78,69,65,79,13,12,10,7,14,"CM",83,"€74.4M"
213655,1.3e+07,68000,"English Premier League","Everton","A. Iwobi",25,"https://cdn.sofifa.com/players/213/655/22_60.png","Nigeria","https://cdn.sofifa.com/flags/ng.png",77,79,"Everton","https://cdn.sofifa.com/teams/7/30.png","€13M","€68K",1818,"Right",2,3,4,"High/ Medium","Normal (185+)","Yes","Aug 8, 2019","nan","2024","185cm","75kg",72,63,44,77,"83",40,65,80,75,"79",74,72,"74",72,62,54,59,41,14,7,12,14,11,"RM",78,"€25.7M"
224069,1.4e+07,68000,"French Ligue 1","Olympique Lyonnais","K. Toko Ekambi",28,"https://cdn.sofifa.com/players/224/069/22_60.png","Cameroon","https://cdn.sofifa.com/flags/cm.png",78,78,"Olympique Lyonnais","https://cdn.sofifa.com/teams/66/30.png","€14M","€68K",1900,"Right",2,4,3,"High/ Low","Lean (185+)","Yes","Jun 8, 2020","nan","2024","185cm","74kg",73,79,74,74,"77",63,61,76,83,"87",79,81,"76",74,73,48,72,14,10,12,12,8,14,"LW",78,"€26.6M"
231969,26500000,68000,"Italian Serie A","Atalanta","R. Malinovskyi",28,"https://cdn.sofifa.com/players/231/969/22_60.png","Ukraine","https://cdn.sofifa.com/flags/ua.png",81,81,"Atalanta","https://cdn.sofifa.com/teams/39/30.png","€26.5M","€68K",2195,"Left",3,4,4,"Medium/ Medium","Stocky (170-185)","No","Jul 16, 2019","nan","2023","181cm","79kg",79,73,74,85,"83",86,81,85,73,"74",77,90,"81",79,87,78,83,72,6,6,12,15,13,"CF",81,"€45.1M"
234574,11500000,68000,"English Premier League","Manchester United","Diogo Dalot",22,"https://cdn.sofifa.com/players/234/574/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",76,82,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€11.5M","€68K",1990,"Right",2,4,3,"High/ Medium","Normal (170-185)","Yes","Jun 9, 2018","nan","2023","184cm","75kg",78,52,69,74,"78",44,62,75,78,"80",74,78,"74",74,64,78,43,74,10,6,10,6,8,"RWB",77,"€23.6M"
239817,2.7e+07,68000,"English Premier League","Leicester City","B. Soumaré",22,"https://cdn.sofifa.com/players/239/817/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",78,85,"Leicester City","https://cdn.sofifa.com/teams/95/30.png","€27M","€68K",1987,"Right",1,3,3,"Medium/ Medium","Lean (185+)","No","Jul 2, 2021","nan","2026","188cm","82kg",65,51,60,79,"78",53,78,79,71,"69",77,64,"83",81,58,77,52,74,11,6,13,5,10,"CDM",79,"€56.7M"
221697,2.1e+07,67000,"English Premier League","Aston Villa","O. Watkins",25,"https://cdn.sofifa.com/players/221/697/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",78,83,"Aston Villa","https://cdn.sofifa.com/teams/2/30.png","€21M","€67K",1961,"Right",2,4,3,"High/ High","Normal (170-185)","No","Sep 9, 2020","nan","2025","180cm","70kg",67,80,81,70,"75",56,59,76,79,"89",77,75,"88",76,71,34,60,46,14,14,14,6,10,"ST",80,"€41.5M"
222331,26500000,67000,"German 1. Bundesliga","RB Leipzig","L. Klostermann",25,"https://cdn.sofifa.com/players/222/331/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",80,84,"RB Leipzig","https://cdn.sofifa.com/teams/112172/30.png","€26.5M","€67K",1900,"Right",2,3,2,"Medium/ Medium","Normal (185+)","Yes","Aug 22, 2014","nan","2024","187cm","88kg",72,59,78,74,"71",22,63,73,81,"89",81,58,"82",76,31,72,26,81,8,12,10,7,7,"RB",83,"€47M"
251804,15500000,67000,"Spain Primera Division","FC Barcelona","S. Dest",20,"https://cdn.sofifa.com/players/251/804/22_60.png","United States","https://cdn.sofifa.com/flags/us.png",76,85,"FC Barcelona","https://cdn.sofifa.com/teams/241/30.png","€15.5M","€67K",1974,"Right",1,4,4,"High/ Low","Normal (170-185)","Yes","Oct 1, 2020","nan","2025","175cm","62kg",73,58,58,77,"83",38,67,77,89,"86",76,65,"80",60,62,68,39,70,11,10,10,15,15,"RM",79,"€34.9M"
